ESTIMATE_TYPE,LICENCE_AREA,OPNG_CAT,OPNG_DESC,TARGETS_SOCKEYE,TARGETS_COHO,TARGETS_PINK,TARGETS_CHUM,TARGETS_CHINOOK,STAT_WEEK,FISHING_DATE,MGMT_AREA,AREA_NAME,HRS_OPEN,VESSELS_OP,SOCKEYE_KEPT,SOCKEYE_RELD,COHO_KEPT,COHO_RELD,PINK_KEPT,PINK_RELD,CHUM_KEPT,CHUM_RELD,CHINOOK_KEPT,CHINOOK_RELD,COMMENTS
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / CO-PK / Aug 1-11,NO,YES,YES,NO,NO, 08/1,10/08/2012,102,management area 102,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / SK-CO-PK / Aug 1-11,YES,YES,YES,NO,NO, 08/1,10/08/2012,103,management area 103,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / SK-CO-PK / Aug 1-11,YES,YES,YES,NO,NO, 08/1,10/08/2012,104,management area 104,24,0.91,0,0,432,0,0,51,0,0,5,30,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / CO-PK / Aug 1-11,NO,YES,YES,NO,NO, 08/1,10/08/2012,105,management area 105,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / CO-PK / Aug 1-11,NO,YES,YES,NO,NO, 08/1,10/08/2012,106,management area 106,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / CO-PK-CN / Aug 1-11,NO,YES,YES,NO,YES, 08/1,10/08/2012,142,management area 142,24,8.15,0,2,28,0,32,0,0,1,178,16,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / SK-CO-PK-CN ITQ/ Aug 1-11,YES,YES,YES,NO,YES, 08/1,11/08/2012,1,management area 1,24,10,11,1,616,0,117,24,0,2,115,21,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / CO-PK-CN / Aug 1-11,NO,YES,YES,NO,YES, 08/1,11/08/2012,2,area 2W,24,2.31,0,1,5,0,13,2,0,0,15,4,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / SK-CO-PK-CN ITQ/ Aug 1-11,YES,YES,YES,NO,YES, 08/1,11/08/2012,101,management area 101,24,20.71,16,12,1043,0,270,65,0,9,289,51,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / CO-PK / Aug 1-11,NO,YES,YES,NO,NO, 08/1,11/08/2012,102,management area 102,24,3.33,0,0,606,0,0,0,0,0,0,20,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / SK-CO-PK / Aug 1-11,YES,YES,YES,NO,NO, 08/1,11/08/2012,103,management area 103,24,0.91,0,0,25,0,0,5,0,1,0,14,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / SK-CO-PK / Aug 1-11,YES,YES,YES,NO,NO, 08/1,11/08/2012,104,management area 104,24,2.73,0,0,339,0,141,0,0,3,9,41,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / CO-PK / Aug 1-11,NO,YES,YES,NO,NO, 08/1,11/08/2012,105,management area 105,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / CO-PK / Aug 1-11,NO,YES,YES,NO,NO, 08/1,11/08/2012,106,management area 106,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / CO-PK-CN / Aug 1-11,NO,YES,YES,NO,YES, 08/1,11/08/2012,142,management area 142,24,5.38,6,1,24,0,17,0,0,0,61,14,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / SK-CO-PK / Aug 12 - Sept 3,YES,YES,YES,NO,NO, 08/2,12/08/2012,1,management area 1,24,4.52,0,0,386,0,99,0,0,1,0,21,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / CO-PK / Aug 12 - Sept 3,NO,YES,YES,NO,NO, 08/2,12/08/2012,2,area 2W,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / SK-CO-PK / Aug 12 - Sept 3,YES,YES,YES,NO,NO, 08/2,12/08/2012,101,management area 101,24,2.58,0,0,218,0,16,43,0,0,0,2,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / CO-PK / Aug 12 - Sept 3,NO,YES,YES,NO,NO, 08/2,12/08/2012,102,management area 102,24,0.67,0,0,135,0,0,0,0,0,0,3,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / SK-CO-PK / Aug 12 - Sept 3,YES,YES,YES,NO,NO, 08/2,12/08/2012,103,management area 103,24,0.65,0,0,85,0,0,2,0,1,0,24,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / SK-CO-PK / Aug 12 - Sept 3,YES,YES,YES,NO,NO, 08/2,12/08/2012,104,management area 104,24,1.29,0,0,70,0,17,0,0,0,0,16,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / CO-PK / Aug 12 - Sept 3,NO,YES,YES,NO,NO, 08/2,12/08/2012,105,management area 105,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / CO-PK / Aug 12 - Sept 3,NO,YES,YES,NO,NO, 08/2,12/08/2012,106,management area 106,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / CO-PK / Aug 12 - Sept 3,NO,YES,YES,NO,NO, 08/2,12/08/2012,142,management area 142,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / SK-CO-PK / Aug 12 - Sept 3,YES,YES,YES,NO,NO, 08/2,13/08/2012,1,management area 1,24,4.52,0,0,283,0,112,15,0,3,0,7,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / CO-PK / Aug 12 - Sept 3,NO,YES,YES,NO,NO, 08/2,13/08/2012,2,area 2W,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / SK-CO-PK / Aug 12 - Sept 3,YES,YES,YES,NO,NO, 08/2,13/08/2012,101,management area 101,24,5.16,0,0,264,0,81,16,0,0,0,17,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / CO-PK / Aug 12 - Sept 3,NO,YES,YES,NO,NO, 08/2,13/08/2012,102,management area 102,24,0.67,0,0,157,0,0,0,0,0,0,3,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / SK-CO-PK / Aug 12 - Sept 3,YES,YES,YES,NO,NO, 08/2,13/08/2012,103,management area 103,24,0.65,0,0,27,0,0,1,0,0,0,4,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / SK-CO-PK / Aug 12 - Sept 3,YES,YES,YES,NO,NO, 08/2,13/08/2012,104,management area 104,24,0.65,0,0,10,0,1,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / CO-PK / Aug 12 - Sept 3,NO,YES,YES,NO,NO, 08/2,13/08/2012,105,management area 105,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / CO-PK / Aug 12 - Sept 3,NO,YES,YES,NO,NO, 08/2,13/08/2012,106,management area 106,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / CO-PK / Aug 12 - Sept 3,NO,YES,YES,NO,NO, 08/2,13/08/2012,142,management area 142,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / SK-CO-PK / Aug 12 - Sept 3,YES,YES,YES,NO,NO, 08/2,14/08/2012,1,management area 1,24,8.39,1,0,610,0,130,24,0,4,0,33,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / CO-PK / Aug 12 - Sept 3,NO,YES,YES,NO,NO, 08/2,14/08/2012,2,area 2W,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / SK-CO-PK / Aug 12 - Sept 3,YES,YES,YES,NO,NO, 08/2,14/08/2012,101,management area 101,24,8.39,1,0,575,0,203,37,0,2,0,24,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / CO-PK / Aug 12 - Sept 3,NO,YES,YES,NO,NO, 08/2,14/08/2012,102,management area 102,24,0.67,0,0,41,0,0,0,0,0,0,3,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / SK-CO-PK / Aug 12 - Sept 3,YES,YES,YES,NO,NO, 08/2,14/08/2012,103,management area 103,24,0.65,0,0,73,0,0,2,0,0,0,17,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / SK-CO-PK / Aug 12 - Sept 3,YES,YES,YES,NO,NO, 08/2,14/08/2012,104,management area 104,24,2.58,0,0,306,0,96,0,0,0,0,9,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / CO-PK / Aug 12 - Sept 3,NO,YES,YES,NO,NO, 08/2,14/08/2012,105,management area 105,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / CO-PK / Aug 12 - Sept 3,NO,YES,YES,NO,NO, 08/2,14/08/2012,106,management area 106,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / CO-PK / Aug 12 - Sept 3,NO,YES,YES,NO,NO, 08/2,14/08/2012,142,management area 142,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / SK-CO-PK / Aug 12 - Sept 3,YES,YES,YES,NO,NO, 08/2,15/08/2012,1,management area 1,24,5.16,1,0,110,0,96,0,0,0,0,18,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / CO-PK / Aug 12 - Sept 3,NO,YES,YES,NO,NO, 08/2,15/08/2012,2,area 2W,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / SK-CO-PK / Aug 12 - Sept 3,YES,YES,YES,NO,NO, 08/2,15/08/2012,101,management area 101,24,6.45,1,0,186,0,165,11,0,1,0,27,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / CO-PK / Aug 12 - Sept 3,NO,YES,YES,NO,NO, 08/2,15/08/2012,102,management area 102,24,2,0,0,181,0,0,0,0,0,0,2,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / SK-CO-PK / Aug 12 - Sept 3,YES,YES,YES,NO,NO, 08/2,15/08/2012,103,management area 103,24,0.65,0,0,35,0,0,4,0,0,0,9,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / SK-CO-PK / Aug 12 - Sept 3,YES,YES,YES,NO,NO, 08/2,15/08/2012,104,management area 104,24,3.87,0,0,326,0,124,0,0,0,0,21,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / CO-PK / Aug 12 - Sept 3,NO,YES,YES,NO,NO, 08/2,15/08/2012,105,management area 105,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / CO-PK / Aug 12 - Sept 3,NO,YES,YES,NO,NO, 08/2,15/08/2012,106,management area 106,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / CO-PK / Aug 12 - Sept 3,NO,YES,YES,NO,NO, 08/2,15/08/2012,142,management area 142,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / SK-CO-PK / Aug 12 - Sept 3,YES,YES,YES,NO,NO, 08/2,16/08/2012,1,management area 1,24,1.29,0,0,75,0,0,0,0,0,0,8,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / CO-PK / Aug 12 - Sept 3,NO,YES,YES,NO,NO, 08/2,16/08/2012,2,area 2W,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / SK-CO-PK / Aug 12 - Sept 3,YES,YES,YES,NO,NO, 08/2,16/08/2012,101,management area 101,24,3.87,4,0,215,0,401,77,0,2,0,13,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / CO-PK / Aug 12 - Sept 3,NO,YES,YES,NO,NO, 08/2,16/08/2012,102,management area 102,24,2,0,0,208,0,0,0,0,0,0,3,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / SK-CO-PK / Aug 12 - Sept 3,YES,YES,YES,NO,NO, 08/2,16/08/2012,103,management area 103,24,0.65,0,0,43,0,0,3,0,0,0,7,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / SK-CO-PK / Aug 12 - Sept 3,YES,YES,YES,NO,NO, 08/2,16/08/2012,104,management area 104,24,1.94,0,0,427,0,42,21,0,0,0,8,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / CO-PK / Aug 12 - Sept 3,NO,YES,YES,NO,NO, 08/2,16/08/2012,105,management area 105,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / CO-PK / Aug 12 - Sept 3,NO,YES,YES,NO,NO, 08/2,16/08/2012,106,management area 106,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / CO-PK / Aug 12 - Sept 3,NO,YES,YES,NO,NO, 08/2,16/08/2012,142,management area 142,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / SK-CO-PK / Aug 12 - Sept 3,YES,YES,YES,NO,NO, 08/2,17/08/2012,1,management area 1,24,7.1,1,0,269,0,145,13,0,0,0,20,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / CO-PK / Aug 12 - Sept 3,NO,YES,YES,NO,NO, 08/2,17/08/2012,2,area 2W,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / SK-CO-PK / Aug 12 - Sept 3,YES,YES,YES,NO,NO, 08/2,17/08/2012,101,management area 101,24,10.32,5,0,424,0,406,39,1,1,0,40,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / CO-PK / Aug 12 - Sept 3,NO,YES,YES,NO,NO, 08/2,17/08/2012,102,management area 102,24,2,0,0,287,0,0,0,0,0,0,4,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / SK-CO-PK / Aug 12 - Sept 3,YES,YES,YES,NO,NO, 08/2,17/08/2012,103,management area 103,24,0.65,0,0,17,0,0,1,0,0,0,1,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / SK-CO-PK / Aug 12 - Sept 3,YES,YES,YES,NO,NO, 08/2,17/08/2012,104,management area 104,24,1.29,0,0,384,0,31,28,0,0,0,20,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / CO-PK / Aug 12 - Sept 3,NO,YES,YES,NO,NO, 08/2,17/08/2012,105,management area 105,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / CO-PK / Aug 12 - Sept 3,NO,YES,YES,NO,NO, 08/2,17/08/2012,106,management area 106,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / CO-PK / Aug 12 - Sept 3,NO,YES,YES,NO,NO, 08/2,17/08/2012,142,management area 142,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / SK-CO-PK / Aug 12 - Sept 3,YES,YES,YES,NO,NO, 08/2,18/08/2012,1,management area 1,24,7.1,1,0,301,0,190,23,0,1,0,36,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / CO-PK / Aug 12 - Sept 3,NO,YES,YES,NO,NO, 08/2,18/08/2012,2,area 2W,24,0.67,0,0,4,0,0,3,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / SK-CO-PK / Aug 12 - Sept 3,YES,YES,YES,NO,NO, 08/2,18/08/2012,101,management area 101,24,9.68,5,1,430,0,228,81,0,1,0,52,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / CO-PK / Aug 12 - Sept 3,NO,YES,YES,NO,NO, 08/2,18/08/2012,102,management area 102,24,2,0,0,274,0,0,0,0,0,0,4,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / SK-CO-PK / Aug 12 - Sept 3,YES,YES,YES,NO,NO, 08/2,18/08/2012,103,management area 103,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / SK-CO-PK / Aug 12 - Sept 3,YES,YES,YES,NO,NO, 08/2,18/08/2012,104,management area 104,24,1.29,0,0,327,0,15,8,0,0,0,21,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / CO-PK / Aug 12 - Sept 3,NO,YES,YES,NO,NO, 08/2,18/08/2012,105,management area 105,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / CO-PK / Aug 12 - Sept 3,NO,YES,YES,NO,NO, 08/2,18/08/2012,106,management area 106,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / CO-PK / Aug 12 - Sept 3,NO,YES,YES,NO,NO, 08/2,18/08/2012,142,management area 142,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / SK-CO-PK / Aug 12 - Sept 3,YES,YES,YES,NO,NO, 08/3,19/08/2012,1,management area 1,24,5.16,2,0,206,0,298,26,0,5,0,18,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / CO-PK / Aug 12 - Sept 3,NO,YES,YES,NO,NO, 08/3,19/08/2012,2,area 2W,24,0.67,0,0,4,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / SK-CO-PK / Aug 12 - Sept 3,YES,YES,YES,NO,NO, 08/3,19/08/2012,101,management area 101,24,8.39,1,0,398,0,195,52,1,1,0,29,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / CO-PK / Aug 12 - Sept 3,NO,YES,YES,NO,NO, 08/3,19/08/2012,102,management area 102,24,2,0,0,263,0,0,0,0,0,0,6,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / SK-CO-PK / Aug 12 - Sept 3,YES,YES,YES,NO,NO, 08/3,19/08/2012,103,management area 103,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / SK-CO-PK / Aug 12 - Sept 3,YES,YES,YES,NO,NO, 08/3,19/08/2012,104,management area 104,24,2.58,0,0,502,0,29,21,0,0,0,25,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / CO-PK / Aug 12 - Sept 3,NO,YES,YES,NO,NO, 08/3,19/08/2012,105,management area 105,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / CO-PK / Aug 12 - Sept 3,NO,YES,YES,NO,NO, 08/3,19/08/2012,106,management area 106,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / CO-PK / Aug 12 - Sept 3,NO,YES,YES,NO,NO, 08/3,19/08/2012,142,management area 142,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / SK-CO-PK / Aug 12 - Sept 3,YES,YES,YES,NO,NO, 08/3,20/08/2012,1,management area 1,24,5.16,1,0,301,0,388,23,0,2,0,23,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / CO-PK / Aug 12 - Sept 3,NO,YES,YES,NO,NO, 08/3,20/08/2012,2,area 2W,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / SK-CO-PK / Aug 12 - Sept 3,YES,YES,YES,NO,NO, 08/3,20/08/2012,101,management area 101,24,6.45,1,0,362,0,126,1,0,2,0,20,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / CO-PK / Aug 12 - Sept 3,NO,YES,YES,NO,NO, 08/3,20/08/2012,102,management area 102,24,2,0,0,165,0,0,0,0,0,0,4,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / SK-CO-PK / Aug 12 - Sept 3,YES,YES,YES,NO,NO, 08/3,20/08/2012,103,management area 103,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / SK-CO-PK / Aug 12 - Sept 3,YES,YES,YES,NO,NO, 08/3,20/08/2012,104,management area 104,24,3.23,0,0,589,0,17,29,0,0,0,38,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / CO-PK / Aug 12 - Sept 3,NO,YES,YES,NO,NO, 08/3,20/08/2012,105,management area 105,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / CO-PK / Aug 12 - Sept 3,NO,YES,YES,NO,NO, 08/3,20/08/2012,106,management area 106,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / CO-PK / Aug 12 - Sept 3,NO,YES,YES,NO,NO, 08/3,20/08/2012,142,management area 142,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / SK-CO-PK / Aug 12 - Sept 3,YES,YES,YES,NO,NO, 08/3,21/08/2012,1,management area 1,24,4.52,0,0,275,0,36,19,0,0,0,11,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / CO-PK / Aug 12 - Sept 3,NO,YES,YES,NO,NO, 08/3,21/08/2012,2,area 2W,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / SK-CO-PK / Aug 12 - Sept 3,YES,YES,YES,NO,NO, 08/3,21/08/2012,101,management area 101,24,8.39,0,0,599,0,169,12,0,1,0,14,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / CO-PK / Aug 12 - Sept 3,NO,YES,YES,NO,NO, 08/3,21/08/2012,102,management area 102,24,2,0,0,227,0,0,0,0,0,0,2,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / SK-CO-PK / Aug 12 - Sept 3,YES,YES,YES,NO,NO, 08/3,21/08/2012,103,management area 103,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / SK-CO-PK / Aug 12 - Sept 3,YES,YES,YES,NO,NO, 08/3,21/08/2012,104,management area 104,24,5.81,0,0,797,0,46,45,0,1,0,74,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / CO-PK / Aug 12 - Sept 3,NO,YES,YES,NO,NO, 08/3,21/08/2012,105,management area 105,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / CO-PK / Aug 12 - Sept 3,NO,YES,YES,NO,NO, 08/3,21/08/2012,106,management area 106,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / CO-PK / Aug 12 - Sept 3,NO,YES,YES,NO,NO, 08/3,21/08/2012,142,management area 142,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / SK-CO-PK / Aug 12 - Sept 3,YES,YES,YES,NO,NO, 08/3,22/08/2012,1,management area 1,24,1.94,0,0,182,0,0,13,0,0,0,3,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / CO-PK / Aug 12 - Sept 3,NO,YES,YES,NO,NO, 08/3,22/08/2012,2,area 2W,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / SK-CO-PK / Aug 12 - Sept 3,YES,YES,YES,NO,NO, 08/3,22/08/2012,101,management area 101,24,9.03,0,0,840,0,39,14,0,0,0,19,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / CO-PK / Aug 12 - Sept 3,NO,YES,YES,NO,NO, 08/3,22/08/2012,102,management area 102,24,2.67,0,0,178,0,0,0,0,0,0,3,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / SK-CO-PK / Aug 12 - Sept 3,YES,YES,YES,NO,NO, 08/3,22/08/2012,103,management area 103,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / SK-CO-PK / Aug 12 - Sept 3,YES,YES,YES,NO,NO, 08/3,22/08/2012,104,management area 104,24,7.74,0,1,1060,0,54,49,0,1,0,118,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / CO-PK / Aug 12 - Sept 3,NO,YES,YES,NO,NO, 08/3,22/08/2012,105,management area 105,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / CO-PK / Aug 12 - Sept 3,NO,YES,YES,NO,NO, 08/3,22/08/2012,106,management area 106,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / CO-PK / Aug 12 - Sept 3,NO,YES,YES,NO,NO, 08/3,22/08/2012,142,management area 142,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / SK-CO-PK / Aug 12 - Sept 3,YES,YES,YES,NO,NO, 08/3,23/08/2012,1,management area 1,24,1.94,0,0,109,0,0,13,0,0,0,7,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / CO-PK / Aug 12 - Sept 3,NO,YES,YES,NO,NO, 08/3,23/08/2012,2,area 2W,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / Area 3 / SK-CO-PK / Aug 23 - Sept 30,YES,YES,YES,NO,NO, 08/3,23/08/2012,3,management area 3,24,18.18,0,0,1070,0,34,30,0,10,0,92,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / SK-CO-PK / Aug 12 - Sept 3,YES,YES,YES,NO,NO, 08/3,23/08/2012,101,management area 101,24,4.52,0,0,338,0,9,3,0,0,0,5,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / CO-PK / Aug 12 - Sept 3,NO,YES,YES,NO,NO, 08/3,23/08/2012,102,management area 102,24,2.67,0,0,417,0,0,0,0,0,0,9,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / SK-CO-PK / Aug 12 - Sept 3,YES,YES,YES,NO,NO, 08/3,23/08/2012,103,management area 103,24,0,0,0,0,0,0,0,0,0,0,0,
IN-SEASON,Area F - Salmon Troll,Full Fleet,Area F TR / SK-CO-PK / Aug 12 - Sept 3,YES,YES,YES,NO,NO, 08/3,23/08/2012,104,management area 104,24,8.39,0,0,961,0,57,44,0,0,0,125,
